time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-10-15T23:27:03.000Z,51.152,-176.2135,25.5,2,ml,,,,0.46,ak,ak11424034,2014-10-20T20:03:01.824Z,"86km SSE of Adak, Alaska",earthquake
2014-10-15T23:22:57.700Z,19.525,-155.6882,11.6,1.2,Md,,136.8,0.02694946,0.12,hv,hv60790671,2014-10-21T02:18:49.798Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-10-15T23:21:15.770Z,38.8048325,-122.8126678,1.36,1.33,md,23,58,0.01351,0.02,nc,nc72328016,2014-10-16T00:04:06.228Z,"5km WNW of The Geysers, California",earthquake
2014-10-15T23:20:31.570Z,37.4833333,-118.7761667,7.08,0.47,md,10,150,0.1145,0.02,nc,nc72328021,2014-10-25T03:45:09.765Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T23:19:47.110Z,33.6863333,-116.7301667,19.74,0.72,ml,19,93,0.02813,0.21,ci,ci37279400,2014-10-16T19:16:27.200Z,"6km S of Idyllwild-Pine Cove, California",earthquake
2014-10-15T23:15:49.240Z,33.4188333,-116.6201667,10.44,1.57,ml,61,33,0.07714,0.21,ci,ci37279392,2014-10-16T00:33:16.400Z,"15km SSE of Anza, California",earthquake
2014-10-15T23:15:26.000Z,64.9909,-147.3284,0,1.3,ml,,,,0.43,ak,ak11420557,2014-10-20T19:58:38.645Z,"23km NNE of Badger, Alaska",earthquake
2014-10-15T23:01:48.000Z,62.4422,-151.2071,80.4,1.3,ml,,,,0.37,ak,ak11420552,2014-10-20T19:58:37.632Z,"58km WNW of Talkeetna, Alaska",earthquake
2014-10-15T23:01:24.750Z,37.4776667,-118.7863333,7.11,0.99,md,22,156,0.0524,0.05,nc,nc72327991,2014-10-21T20:53:05.120Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T22:55:47.480Z,38.0858,-118.6752,5.04,0.75,ml,5,214.77,0.08,,nn,nn00464191,2014-10-15T22:57:04.283Z,"48km S of Hawthorne, Nevada",earthquake
2014-10-15T22:54:00.000Z,55.4237,-159.7564,68.3,2.1,ml,,,,0.33,ak,ak11424031,2014-10-20T20:03:00.891Z,"48km ENE of Sand Point, Alaska",earthquake
2014-10-15T22:51:33.000Z,57.6933,-154.6121,57.1,1.9,ml,,,,0.44,ak,ak11424030,2014-10-20T20:03:00.226Z,"41km WNW of Larsen Bay, Alaska",earthquake
2014-10-15T22:43:20.310Z,36.378,-120.9483333,3.15,1.1,md,16,105,0.06281,0.08,nc,nc72327986,2014-10-25T08:32:06.920Z,"24km NE of King City, California",earthquake
2014-10-15T22:42:28.600Z,19.481,-155.5797,2.8,0.5,Md,,129.6,0.01796631,0.09,hv,hv60790636,2014-10-21T02:55:00.279Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-10-15T22:34:47.000Z,61.1917,-149.5111,28.9,1.3,ml,,,,0.54,ak,ak11420411,2014-10-20T19:58:36.629Z,"21km E of Anchorage, Alaska",earthquake
2014-10-15T22:31:41.490Z,32.398,47.9024,10,4.6,mb,,53,7.103,0.77,us,usb000smm9,2014-10-16T06:34:20.947Z,"39km NW of Shush, Iran",earthquake
2014-10-15T22:30:09.500Z,37.6608333,-118.8515,4.56,0.99,md,24,75,0.02599,0.04,nc,nc72327981,2014-10-25T01:05:06.388Z,"10km E of Mammoth Lakes, California",earthquake
2014-10-15T22:23:04.000Z,59.8058,-152.3192,95.1,2,ml,,,,0.58,ak,ak11420408,2014-10-20T19:58:35.876Z,"27km W of Anchor Point, Alaska",earthquake
2014-10-15T22:16:25.190Z,36.7252,-97.8777,6.73,2.9,mb_lg,,76,0.235,0.47,us,usb000smm7,2014-10-16T06:18:53.257Z,"15km SW of Medford, Oklahoma",earthquake
2014-10-15T22:13:04.840Z,33.353,-116.4265,13.07,1.31,ml,39,105,0.08493,0.25,ci,ci37279376,2014-10-16T00:34:22.350Z,"11km NNW of Borrego Springs, California",earthquake
2014-10-15T21:57:32.000Z,64.1679,-148.1817,112.6,1.2,ml,,,,0.39,ak,ak11420403,2014-10-20T19:58:34.826Z,"51km NE of Healy, Alaska",earthquake
2014-10-15T21:43:16.206Z,37.0066,-116.1572,2.5941,0.03,ml,6,118.56,0.13,0.1059,nn,nn00464865,2014-10-22T15:35:10.800Z,"54km ENE of Beatty, Nevada",earthquake
2014-10-15T21:41:23.700Z,37.66,-118.8505,4.75,1.16,md,26,92,0.02488,0.05,nc,nc72327971,2014-10-25T04:27:04.533Z,"10km E of Mammoth Lakes, California",earthquake
2014-10-15T21:34:54.550Z,35.47,-120.7521667,4.28,1.24,md,34,51,0.08542,0.06,nc,nc72327966,2014-10-24T06:25:04.673Z,"7km WSW of Atascadero, California",earthquake
2014-10-15T21:34:15.000Z,63.3183,-150.7878,13,0.8,ml,,,,0.49,ak,ak11420348,2014-10-20T19:58:33.621Z,"92km W of Cantwell, Alaska",earthquake
2014-10-15T21:31:43.050Z,28.1818,55.301,10,4.4,mb,,50,3.323,0.76,us,usb000smm2,2014-10-16T05:34:17.564Z,"97km SE of Darab, Iran",earthquake
2014-10-15T21:29:28.000Z,54.4593,-161.5122,13.2,2.3,ml,,,,0.45,ak,ak11424025,2014-10-20T20:02:59.154Z,"112km SE of Cold Bay, Alaska",earthquake
2014-10-15T21:24:36.210Z,37.013,-121.4663333,4.59,1.02,md,24,63,0.01909,0.09,nc,nc72327956,2014-10-24T02:20:03.367Z,"9km E of Gilroy, California",earthquake
2014-10-15T21:15:20.400Z,49.4225,-120.525,0,2.2,Md,,223.2,0.60187124,0.36,uw,uw60893812,2014-10-16T05:07:22.755Z,"4km SSW of Princeton, Canada",quarry
2014-10-15T21:08:03.800Z,48.01,-119.875,0,0.8,Md,,187.2,0.07186522,0.04,uw,uw60893807,2014-10-16T05:08:58.949Z,"11km SW of Brewster, Washington",quarry
2014-10-15T20:50:20.650Z,37.6106667,-118.865,3.02,0.65,md,16,140,0.008468,0.05,nc,nc72327951,2014-10-25T04:06:07.195Z,"10km ESE of Mammoth Lakes, California",earthquake
2014-10-15T20:43:54.000Z,61.7814,-151.946,103.3,1.9,ml,,,,0.47,ak,ak11420302,2014-10-20T19:58:32.652Z,"100km W of Willow, Alaska",earthquake
2014-10-15T20:41:06.000Z,59.8573,-151.976,70.4,2.1,ml,,,,0.62,ak,ak11420299,2014-10-20T19:58:31.040Z,"12km NW of Anchor Point, Alaska",earthquake
2014-10-15T20:31:12.990Z,33.4863333,-116.4715,13.2,0.46,ml,19,143,0.08665,0.09,ci,ci37279360,2014-10-16T19:26:25.740Z,"20km ESE of Anza, California",earthquake
2014-10-15T20:19:59.010Z,37.4776667,-118.7875,7.06,1.31,md,29,107,0.05332,0.06,nc,nc72327946,2014-10-25T04:27:04.532Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T19:49:23.000Z,63.0271,-151.4631,1.3,1.2,ml,,,,0.73,ak,ak11420244,2014-10-20T19:58:29.526Z,"104km NW of Talkeetna, Alaska",earthquake
2014-10-15T19:46:47.520Z,33.6708333,-117.2641667,0.01,1.26,ml,22,102,0.091,0.16,ci,ci37279352,2014-10-16T19:18:48.410Z,"1km SSE of Canyon Lake, California",quarry_blast
2014-10-15T19:39:36.920Z,33.6741,132.6511,49.98,4.1,mb,,135,1.022,0.59,us,usb000smk3,2014-10-16T03:42:15.312Z,"9km SSW of Iyo, Japan",earthquake
2014-10-15T19:36:06.000Z,63.5233,-147.6959,18.3,1,ml,,,,0.61,ak,ak11420241,2014-10-20T19:58:28.521Z,"64km ENE of Cantwell, Alaska",earthquake
2014-10-15T19:19:01.650Z,38.8084984,-122.7993317,2.38,0.75,md,16,68,0.003192,0.02,nc,nc72327941,2014-10-15T19:55:07.549Z,"5km NW of The Geysers, California",earthquake
2014-10-15T19:13:19.000Z,61.1769,-147.4177,0,1.3,ml,,,,0.4,ak,ak11420229,2014-10-20T19:58:25.781Z,"57km W of Valdez, Alaska",earthquake
2014-10-15T19:13:11.130Z,36.366,-117.8481667,1.42,1.29,ml,20,79,0.1876,0.18,ci,ci37279344,2014-10-15T19:56:05.660Z,"32km SE of Lone Pine, California",earthquake
2014-10-15T19:09:06.000Z,43.7203,-123.4567,0,1.5,Md,,324,0.07186522,0.11,uw,uw60893672,2014-10-15T19:39:07.666Z,"13km WNW of Drain, Oregon",quarry
2014-10-15T19:04:52.622Z,39.1858,-119.8786,11.9577,1.66,ml,24,44.69,0.08,0.1131,nn,nn00464146,2014-10-15T21:21:17.917Z,"9km WNW of Carson City, Nevada",earthquake
2014-10-15T19:02:29.860Z,33.5483333,-117.0583333,13.92,1.03,ml,37,59,0.0654,0.27,ci,ci37279336,2014-10-15T19:43:18.470Z,"9km E of Murrieta Hot Springs, California",earthquake
2014-10-15T19:02:08.050Z,32.2473,47.9043,10,4,mb,,152,7.231,0.83,us,usb000smje,2014-10-16T03:04:46.363Z,"32km W of Shush, Iran",earthquake
2014-10-15T19:00:18.060Z,33.1413333,-115.6246667,11.55,1.28,ml,25,86,0.03683,0.36,ci,ci37279328,2014-10-15T19:52:30.590Z,"10km W of Calipatria, California",earthquake
2014-10-15T18:54:43.000Z,60.5062,-142.9562,3.5,1.4,ml,,,,0.68,ak,ak11420224,2014-10-20T19:58:20.604Z,"56km NNW of Cape Yakataga, Alaska",earthquake
2014-10-15T18:47:33.350Z,-2.8782,128.8442,35.82,4.2,mb,,59,3.4,0.78,us,usb000smj7,2014-10-16T02:50:03.906Z,"41km E of Taniwel, Indonesia",earthquake
2014-10-15T18:44:46.780Z,41.7363333,-111.6533333,8.34,1.22,md,14,104,0.1077,0.14,uu,uu60088477,2014-10-16T16:01:24.020Z,"13km ESE of North Logan, Utah",earthquake
2014-10-15T18:42:03.000Z,43.887,-122.9635,0,1,Md,,183.6,0.16169675,0.23,uw,uw60893622,2014-10-15T19:09:19.225Z,"5km SE of Creswell, Oregon",quarry
2014-10-15T18:34:01.910Z,37.4786667,-118.786,6.57,1.35,md,20,154,0.05196,0.03,nc,nc72327906,2014-10-23T19:55:04.028Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T18:33:11.700Z,37.4761667,-118.7883333,6.46,1.61,md,30,108,0.05426,0.08,nc,nc72327901,2014-10-25T04:24:04.213Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T18:32:20.940Z,-3.157,128.0457,49.57,5.1,mb,,22,3.961,1.04,us,usb000smiz,2014-10-16T02:34:51.871Z,"19km WSW of Piru, Indonesia",earthquake
2014-10-15T18:26:00.420Z,37.5278333,-118.833,8.43,1.45,md,35,99,0.06216,0.04,nc,nc72327896,2014-10-25T04:24:04.211Z,"18km SE of Mammoth Lakes, California",earthquake
2014-10-15T18:23:06.310Z,38.8349991,-122.7986679,2.87,1.05,md,15,60,0.007339,0.02,nc,nc72327891,2014-10-15T18:54:05.903Z,"6km WNW of Cobb, California",earthquake
2014-10-15T18:16:20.000Z,60.6739,-151.7581,76.9,1.2,ml,,,,0.54,ak,ak11424017,2014-10-20T20:02:57.977Z,"25km W of Nikiski, Alaska",earthquake
2014-10-15T18:01:21.000Z,51.3164,-174.2201,40.8,2.1,ml,,,,0.28,ak,ak11424016,2014-10-20T20:02:57.219Z,"97km S of Atka, Alaska",earthquake
2014-10-15T17:55:35.650Z,37.4668333,-118.8091667,5.16,0.72,md,8,169,0.124,0.17,nc,nc72327886,2014-10-25T03:28:41.900Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-15T17:48:17.300Z,48.145,-122.5107,26.6,1.4,Md,,86.4,0.16169675,0.25,uw,uw60893572,2014-10-15T18:03:49.998Z,"3km SSE of Camano, Washington",earthquake
2014-10-15T17:47:04.000Z,65.185,-149.0061,13.5,1.2,ml,,,,0.66,ak,ak11420173,2014-10-20T19:58:18.663Z,"60km NW of Ester, Alaska",earthquake
2014-10-15T17:44:34.000Z,62.331,-151.5939,91.9,1.3,ml,,,,0.34,ak,ak11424014,2014-10-20T20:03:06.434Z,"76km W of Talkeetna, Alaska",earthquake
2014-10-15T17:39:49.000Z,65.0887,-149.0261,1,0.6,ml,,,,0.55,ak,ak11420171,2014-10-20T19:58:17.727Z,"54km WNW of Ester, Alaska",earthquake
2014-10-15T17:28:51.000Z,64.6534,-146.932,1,0.4,ml,,,,0.53,ak,ak11420169,2014-10-20T20:03:10.913Z,"5km E of Eielson Air Force Base, Alaska",earthquake
2014-10-15T17:26:04.000Z,61.161,-146.9452,0,1.7,ml,,,,0.55,ak,ak11420165,2014-10-20T19:58:15.568Z,"32km W of Valdez, Alaska",earthquake
2014-10-15T17:17:14.810Z,38.7794991,-122.7288361,4.55,0.41,md,8,86,0.007208,0.06,nc,nc72327876,2014-10-15T17:49:08.224Z,"2km E of The Geysers, California",earthquake
2014-10-15T17:16:56.050Z,38.7845001,-122.7381668,1.88,1.46,md,20,69,0.001691,0.02,nc,nc72327871,2014-10-15T20:44:08.006Z,"1km ENE of The Geysers, California",earthquake
2014-10-15T17:13:48.850Z,36.3711667,-117.8436667,0.98,2.42,ml,30,46,0.1819,0.24,ci,ci37279320,2014-10-15T19:41:43.800Z,"32km SE of Lone Pine, California",earthquake
2014-10-15T17:10:45.030Z,35.919,-117.7048333,2.76,1.16,ml,19,61,0.05277,0.14,ci,ci37279312,2014-10-15T19:33:51.040Z,"31km N of China Lake Acres, California",earthquake
2014-10-15T17:07:57.000Z,59.8117,-151.0409,64.4,1.6,ml,,,,0.39,ak,ak11420128,2014-10-20T20:03:10.117Z,"16km ENE of Fritz Creek, Alaska",earthquake
2014-10-15T17:03:55.380Z,38.8246651,-122.856163,2.74,0.9,md,13,130,0.002929,0.03,nc,nc72327861,2014-10-15T19:29:04.753Z,"10km WNW of The Geysers, California",earthquake
2014-10-15T17:02:20.000Z,62.0676,-149.4426,26.4,2.2,ml,,,,0.44,ak,ak11420119,2014-10-20T19:58:14.722Z,"23km ESE of Y, Alaska",earthquake
2014-10-15T16:50:39.000Z,59.9172,-139.6513,0,2,ml,,,,0.51,ak,ak11420116,2014-10-20T20:02:33.649Z,"41km N of Yakutat, Alaska",earthquake
2014-10-15T16:48:36.000Z,57.6248,-153.7309,31.4,1.4,ml,,,,0.72,ak,ak11424007,2014-10-20T20:02:56.498Z,"17km ENE of Larsen Bay, Alaska",earthquake
2014-10-15T16:45:19.000Z,52.7987,-167.4622,25.5,1.7,ml,,,,0.3,ak,ak11420109,2014-10-20T20:03:08.826Z,"95km E of Nikolski, Alaska",earthquake
2014-10-15T16:43:19.300Z,37.4585,-118.6481667,6.98,0.89,md,16,95,0.01741,0.03,nc,nc72327856,2014-10-25T04:08:02.434Z,"20km WNW of West Bishop, California",earthquake
2014-10-15T16:36:54.000Z,65.1187,-148.9481,6.2,0.5,ml,,,,0.74,ak,ak11420108,2014-10-20T20:03:07.944Z,"53km NW of Ester, Alaska",earthquake
2014-10-15T16:34:29.580Z,33.9945,-116.929,23.5,1.18,ml,26,71,0.09897,0.25,ci,ci37279296,2014-10-15T17:45:09.070Z,"5km ENE of Cherry Valley, California",earthquake
2014-10-15T16:27:45.000Z,52.8518,-167.5508,49.7,1.7,ml,,,,0.31,ak,ak11424004,2014-10-20T20:02:55.463Z,"89km E of Nikolski, Alaska",earthquake
2014-10-15T16:27:17.000Z,58.9555,-151.1733,55.5,1.8,ml,,,,0.48,ak,ak11424003,2014-10-20T20:02:54.720Z,"79km SSE of Homer, Alaska",earthquake
2014-10-15T16:24:30.470Z,33.2126667,-116.6896667,7.21,0.83,ml,23,76,0.03802,0.25,ci,ci37279288,2014-10-15T17:45:26.890Z,"16km NNW of Julian, California",earthquake
2014-10-15T16:17:28.450Z,38.7548332,-122.7344971,1.63,0.98,md,10,139,0.008122,0.03,nc,nc72327851,2014-10-15T17:47:18.029Z,"3km SE of The Geysers, California",earthquake
2014-10-15T16:16:15.000Z,51.0274,-179.4642,15.6,3,ml,,,,0.58,ak,ak11420105,2014-10-20T20:04:05.245Z,"36km SW of Amatignak Island, Alaska",earthquake
2014-10-15T16:12:11.000Z,65.1543,-148.9649,5,0.9,ml,,,,0.48,ak,ak11420106,2014-10-20T19:58:14.042Z,"56km NW of Ester, Alaska",earthquake
2014-10-15T16:09:34.000Z,62.6876,-148.6666,68.1,1.9,ml,,,,0.47,ak,ak11420101,2014-10-20T19:58:12.780Z,"79km S of Cantwell, Alaska",earthquake
2014-10-15T16:03:29.000Z,56.0827,-157.705,48.7,3.5,ml,,,,0.63,ak,ak11420096,2014-10-20T19:58:44.558Z,"66km ESE of Chignik Lake, Alaska",earthquake
2014-10-15T15:39:16.000Z,59.8263,-152.7745,78.4,1.5,ml,,,,0.4,ak,ak11420059,2014-10-20T20:03:25.031Z,"53km W of Anchor Point, Alaska",earthquake
2014-10-15T15:37:25.900Z,43.722,-121.3138,2.1,0,Md,,154.8,0.00898315,0.03,uw,uw60893357,2014-10-15T18:07:00.346Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-15T15:27:55.500Z,19.404,-155.2803,1.2,1.7,Ml,,32.4,0.00898315,0.08,hv,hv60790446,2014-10-15T19:57:05.410Z,"5km SW of Volcano, Hawaii",earthquake
2014-10-15T15:27:55.470Z,44.7411667,-111.0065,8.12,0.96,ml,13,66,0.01816,0.17,uu,uu60088412,2014-10-16T15:32:03.610Z,"11km NE of West Yellowstone, Montana",earthquake
2014-10-15T15:25:39.000Z,64.597,-148.1446,9.7,1.5,ml,,,,0.52,ak,ak11420054,2014-10-20T20:00:04.946Z,"28km SSW of Ester, Alaska",earthquake
2014-10-15T15:24:38.700Z,6.7881,-73.0095,162.71,4.5,mb,,84,2.33,0.74,us,usb000smg6,2014-10-16T19:03:22.596Z,"10km N of Aratoca, Colombia",earthquake
2014-10-15T15:17:25.000Z,60.3017,-151.4639,58,1.2,ml,,,,0.4,ak,ak11420053,2014-10-20T20:03:24.381Z,"11km SW of Cohoe, Alaska",earthquake
2014-10-15T15:10:12.820Z,44.7378333,-111.0055,8.34,1.07,ml,13,66,0.0215,0.14,uu,uu60088407,2014-10-16T15:34:09.210Z,"11km NE of West Yellowstone, Montana",earthquake
2014-10-15T15:09:45.000Z,65.1103,-149.0829,9.9,0.5,ml,,,,0.68,ak,ak11420050,2014-10-20T20:03:23.514Z,"58km WNW of Ester, Alaska",earthquake
2014-10-15T15:03:44.500Z,43.7233,-121.3142,2.2,0,Md,,165.6,0.00898315,0.04,uw,uw60893297,2014-10-16T05:03:41.347Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-15T15:00:38.000Z,62.4516,-152.0568,107.8,1.3,ml,,,,0.36,ak,ak11423994,2014-10-20T20:02:53.710Z,"101km W of Talkeetna, Alaska",earthquake
2014-10-15T14:57:56.700Z,18.6369,-64.252,73,2.6,Md,5,338.4,0.40873345,0.81,pr,pr14288003,2014-10-15T23:00:34.701Z,"45km ENE of Road Town, British Virgin Islands",earthquake
2014-10-15T14:56:06.000Z,53.5073,-165.5985,22.4,1.7,ml,,,,0.37,ak,ak11420049,2014-10-20T19:58:27.542Z,"70km S of Akutan, Alaska",earthquake
2014-10-15T14:46:42.230Z,38.7739983,-122.7194977,2.47,0.84,md,9,101,0.001911,0.02,nc,nc72327846,2014-10-15T16:33:05.055Z,"3km E of The Geysers, California",earthquake
2014-10-15T14:34:51.000Z,64.645,-149.2145,16.7,0.9,ml,,,,0.58,ak,ak11420013,2014-10-20T19:59:00.747Z,"8km NNW of North Nenana, Alaska",earthquake
2014-10-15T14:23:38.430Z,37.5735,-118.4411667,7.43,2.79,md,33,165,0.02546,0.06,nc,nc72327841,2014-10-18T03:51:07.414Z,"20km N of Dixon Lane-Meadow Creek, California",earthquake
2014-10-15T14:17:16.990Z,38.8406677,-122.8310013,2.62,0.79,md,6,110,0.004072,0.02,nc,nc72327831,2014-10-15T16:48:06.680Z,"9km WNW of Cobb, California",earthquake
2014-10-15T14:07:49.000Z,61.7715,-149.5713,30.5,1.5,ml,,,,0.6,ak,ak11420010,2014-10-20T19:58:11.051Z,"16km N of Meadow Lakes, Alaska",earthquake
2014-10-15T14:07:43.740Z,-24.5856,-179.5918,481.78,4.6,mb,,116,4.872,1.1,us,usb000smfn,2014-10-15T22:10:23.538Z,"South of the Fiji Islands",earthquake
2014-10-15T14:04:34.300Z,18.2678,-155.4227,23.1,2.4,Md,,316.8,0.74560169,0.12,hv,hv60790416,2014-10-16T19:35:18.130Z,"95km SSE of Hawaiian Ocean View, Hawaii",earthquake
2014-10-15T13:45:21.390Z,32.285,47.9225,10,4.7,mb,,55,7.207,0.89,us,usb000smfh,2014-10-15T21:47:52.211Z,"31km WNW of Shush, Iran",earthquake
2014-10-15T13:43:55.540Z,34.4365,-120.686,1.1,1.92,ml,16,207,0.172,0.3,ci,ci37279272,2014-10-15T19:27:29.160Z,"30km SW of Lompoc, California",earthquake
2014-10-15T13:35:52.790Z,32.5205,47.7815,10,5.6,mwb,,44,6.945,0.61,us,usb000smff,2014-10-15T18:22:24.000Z,"51km ESE of Dehloran, Iran",earthquake
2014-10-15T13:30:47.500Z,47.6648,-120.3293,0.7,1.3,Md,,104.4,0.06288207,0.06,uw,uw60893202,2014-10-15T18:16:12.368Z,"9km W of Entiat, Washington",earthquake
2014-10-15T13:25:38.190Z,40.1156667,-123.774,21.73,1.86,md,17,85,0.09988,0.08,nc,nc72327816,2014-10-25T08:11:04.719Z,"4km E of Redway, California",earthquake
2014-10-15T13:21:02.700Z,37.6471667,-118.8581667,5.09,0.51,md,21,78,0.01994,0.1,nc,nc72327811,2014-10-25T04:03:11.818Z,"10km E of Mammoth Lakes, California",earthquake
2014-10-15T13:15:37.000Z,52.3763,-173.8933,2.8,1.7,ml,,,,0.77,ak,ak11419970,2014-10-20T19:58:59.605Z,"29km NE of Atka, Alaska",earthquake
2014-10-15T13:13:58.000Z,62.9145,-148.7804,8.8,0.3,ml,,,,0.12,ak,ak11419969,2014-10-20T19:58:24.444Z,"53km S of Cantwell, Alaska",earthquake
2014-10-15T13:09:49.000Z,53.4431,-166.8062,69.6,1.5,ml,,,,0.3,ak,ak11419966,2014-10-20T19:58:57.046Z,"51km SSW of Unalaska, Alaska",earthquake
2014-10-15T12:55:07.980Z,38.7986667,-122.7998333,3.43,0.53,md,16,100,0.009939,0.03,nc,nc72327806,2014-10-23T07:01:05.527Z,"4km WNW of The Geysers, California",earthquake
2014-10-15T12:52:37.000Z,68.4906,-146.723,5.3,2,ml,,,,0.6,ak,ak11423986,2014-10-20T20:03:05.378Z,"63km NW of Arctic Village, Alaska",earthquake
2014-10-15T12:44:02.920Z,38.8071671,-122.8011703,1.73,1.36,md,21,90,0.004653,0.02,nc,nc72327801,2014-10-15T16:19:08.573Z,"5km NW of The Geysers, California",earthquake
2014-10-15T12:43:24.000Z,63.3194,-151.1769,14.1,1.1,ml,,,,0.6,ak,ak11419965,2014-10-20T19:58:55.693Z,"111km W of Cantwell, Alaska",earthquake
2014-10-15T12:38:15.100Z,36.4028333,-120.9818333,5.81,1.42,md,28,111,0.03715,0.07,nc,nc72327796,2014-10-23T09:38:07.502Z,"24km NNE of King City, California",earthquake
2014-10-15T12:35:30.120Z,35.7828333,-117.5216667,9.35,0.65,ml,13,92,0.06985,0.13,ci,ci37279264,2014-10-15T19:22:09.280Z,"10km W of Searles Valley, California",earthquake
2014-10-15T12:33:39.460Z,36.337,-97.5789,1.83,2.9,mb_lg,,49,0.224,0.43,us,usb000smdg,2014-10-15T14:51:53.624Z,"26km WNW of Perry, Oklahoma",earthquake
2014-10-15T12:33:04.410Z,81.8962,118.1212,10,4.5,mb,,73,10.573,0.54,us,usb000smf1,2014-10-15T20:35:55.826Z,"East of Severnaya Zemlya",earthquake
2014-10-15T12:05:32.000Z,60.772,-150.5762,52,1.9,ml,,,,0.51,ak,ak11419961,2014-10-20T19:58:09.668Z,"28km NNE of Sterling, Alaska",earthquake
2014-10-15T11:53:01.000Z,62.1875,-151.17,72.2,1.3,ml,,,,0.34,ak,ak11423983,2014-10-20T20:02:52.766Z,"57km WSW of Talkeetna, Alaska",earthquake
2014-10-15T11:46:47.000Z,62.4816,-149.9957,5.2,0.9,ml,,,,0.4,ak,ak11423982,2014-10-20T20:02:51.542Z,"18km NNE of Talkeetna, Alaska",earthquake
2014-10-15T11:42:31.850Z,33.4711667,-116.4266667,12.9,0.59,ml,23,94,0.1422,0.27,ci,ci37279256,2014-10-15T17:45:41.241Z,"23km SSW of La Quinta, California",earthquake
2014-10-15T11:39:36.870Z,37.4768333,-118.7885,6.27,2.24,md,29,57,0.1175,0.05,nc,nc72327791,2014-10-16T03:54:05.010Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T11:31:07.870Z,36.5568,-97.8268,4.88,2.5,mb_lg,,79,0.136,0.49,us,usb000smd1,2014-10-15T19:33:59.511Z,"18km NNE of Enid, Oklahoma",earthquake
2014-10-15T11:16:33.950Z,64.4468,-18.0435,10,5.1,mb,,81,1.447,0.98,us,usb000smcv,2014-10-15T19:19:14.593Z,"124km NNE of Vik, Iceland",earthquake
2014-10-15T10:50:06.530Z,37.4783333,-118.7746667,7.07,0.65,md,8,150,0.1196,0.03,nc,nc72327786,2014-10-25T03:16:08.390Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-15T10:30:59.214Z,36.706,-116.1249,2.1879,0.29,ml,12,115.13,0.016,0.094,nn,nn00464100,2014-10-22T15:49:31.199Z,"56km NNW of Pahrump, Nevada",earthquake
2014-10-15T10:28:29.000Z,65.1839,-149.0645,0.5,1.1,ml,,,,0.63,ak,ak11419929,2014-10-20T19:58:08.350Z,"62km NW of Ester, Alaska",earthquake
2014-10-15T10:23:26.000Z,60.1602,-141.3771,0,1.3,ml,,,,0.12,ak,ak11419928,2014-10-20T19:58:07.467Z,"59km E of Cape Yakataga, Alaska",earthquake
2014-10-15T10:05:34.000Z,65.1542,-149.0847,1.1,1.1,ml,,,,0.5,ak,ak11419927,2014-10-20T20:00:04.270Z,"60km NW of Ester, Alaska",earthquake
2014-10-15T10:03:14.760Z,38.7791672,-122.7200012,2.32,0.53,md,8,113,0.006276,0.03,nc,nc72327776,2014-10-15T10:30:06.295Z,"3km E of The Geysers, California",earthquake
2014-10-15T09:54:37.000Z,62.3588,-151.3,83,1.3,ml,,,,0.36,ak,ak11423978,2014-10-20T20:02:49.430Z,"61km W of Talkeetna, Alaska",earthquake
2014-10-15T09:51:16.900Z,36.5092,-99.0032,4.63,3.3,mb_lg,,22,0.129,0.73,us,usb000smcn,2014-10-15T15:32:05.768Z,"19km ENE of Mooreland, Oklahoma",earthquake
2014-10-15T09:43:53.600Z,37.4798333,-118.7855,6.99,2.61,md,31,57,0.1153,0.05,nc,nc72327771,2014-10-16T07:57:06.235Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-15T09:38:01.000Z,52.9297,-167.4497,52.7,1.8,ml,,,,0.46,ak,ak11419925,2014-10-20T19:58:54.971Z,"95km E of Nikolski, Alaska",earthquake
2014-10-15T09:27:24.690Z,38.8066673,-122.8031693,1.5,0.87,md,9,97,0.006282,0.01,nc,nc72327766,2014-10-15T09:47:06.599Z,"5km NW of The Geysers, California",earthquake
2014-10-15T09:14:49.990Z,-13.6992,-112.1834,10,4.7,mb,,119,20.307,0.61,us,usb000smcg,2014-10-15T17:17:24.349Z,"Central East Pacific Rise",earthquake
2014-10-15T09:06:53.000Z,51.786,-174.8035,42,2.2,ml,,,,0.18,ak,ak11419923,2014-10-20T19:58:54.120Z,"61km SW of Atka, Alaska",earthquake
2014-10-15T09:02:35.160Z,37.5165,-118.8293333,3.09,0.52,md,9,153,0.0734,0.01,nc,nc72327761,2014-10-25T03:14:37.750Z,"19km SE of Mammoth Lakes, California",earthquake
