time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-10-28T23:33:29.000Z,65.1763,-149.0535,11.8,0.6,ml,,,,0.62,ak,ak11431003,2014-11-04T23:53:18.740Z,"61km NW of Ester, Alaska",earthquake
2014-10-28T23:27:45.910Z,37.471,-118.783,7.91,0.95,md,21,158,0.05155,0.03,nc,nc72334806,2014-10-29T20:35:35.870Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-28T23:26:58.810Z,37.473,-118.7836667,7.44,1.74,md,36,123,0.05145,0.05,nc,nc72334801,2014-11-01T00:30:10.458Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-28T23:26:23.760Z,33.9178333,-116.7121667,15.29,1.36,ml,53,41,0.1099,0.15,ci,ci37283368,2014-10-29T18:50:09.650Z,"6km E of Cabazon, California",earthquake
2014-10-28T23:26:06.000Z,62.8412,-148.4444,60.5,0.6,ml,,,,0.2,ak,ak11431000,2014-11-04T23:53:18.039Z,"66km SSE of Cantwell, Alaska",earthquake
2014-10-28T23:25:32.280Z,44.5796667,-110.7251667,10.68,0.96,md,5,146,0.06396,0.31,uu,uu60089937,2014-10-29T20:16:01.200Z,"15km NNE of Old Faithful Geyser, Wyoming",earthquake
2014-10-28T23:17:06.120Z,37.4333333,-118.572,8.96,0.89,md,8,142,0.08033,0.03,nc,nc72334796,2014-10-29T18:07:14.186Z,"13km NW of West Bishop, California",earthquake
2014-10-28T23:13:05.200Z,37.4716667,-118.784,7.83,0.97,md,27,158,0.0521,0.03,nc,nc72334791,2014-10-29T19:02:33.798Z,"26km SE of Mammoth Lakes, California",earthquake
2014-10-28T23:09:17.000Z,58.1074,-150.7761,59.7,2.1,ml,,,,0.84,ak,ak11430959,2014-11-04T23:53:04.915Z,"102km ENE of Kodiak, Alaska",earthquake
2014-10-28T23:06:45.220Z,2.6361,125.5237,163.76,4.4,mb,,134,2.612,1.32,us,usb000sr9e,2014-10-29T07:09:19.246Z,"137km NNE of Bitung, Indonesia",earthquake
2014-10-28T23:04:14.000Z,64.9984,-147.1586,0,1.3,ml,,,,0.75,ak,ak11430950,2014-11-04T23:53:03.910Z,"28km NE of Badger, Alaska",earthquake
2014-10-28T22:54:18.060Z,38.736,-111.6705,1.68,1.75,ml,9,90,0.1979,0.08,uu,uu60089932,2014-10-29T14:50:09.510Z,"29km SSE of Salina, Utah",earthquake
2014-10-28T22:54:02.040Z,36.2078333,-118.043,5.6,0.62,ml,8,267,0.1768,0.15,ci,ci37283360,2014-10-29T18:45:25.028Z,"44km S of Lone Pine, California",earthquake
2014-10-28T22:50:34.830Z,27.1862,140.2804,471.95,4.6,mb,,57,1.699,0.64,us,usb000sr96,2014-10-29T06:53:09.728Z,"192km W of Chichi-shima, Japan",earthquake
2014-10-28T22:43:22.000Z,59.8073,-153.032,99.1,1.5,ml,,,,0.14,ak,ak11433883,2014-11-04T23:53:44.927Z,"67km W of Anchor Point, Alaska",earthquake
2014-10-28T22:32:24.810Z,38.1275,-122.2108333,0.08,0.88,md,11,147,0.04882,0.04,nc,nc72334786,2014-11-07T00:48:04.832Z,"4km ENE of Vallejo, California",earthquake
2014-10-28T22:28:48.000Z,60.1444,-153.2494,152.9,2.8,ml,,,,0.44,ak,ak11430935,2014-10-29T20:22:44.166Z,"47km SW of Redoubt Volcano, Alaska",earthquake
2014-10-28T22:21:35.740Z,34.0353333,-117.274,17.13,1.79,ml,73,48,0.07584,0.15,ci,ci37283352,2014-10-29T18:43:57.890Z,"1km SW of Loma Linda, California",earthquake
2014-10-28T22:21:32.591Z,37.3202,-115.4167,7.6343,1.08,ml,12,144.34,0.303,0.1284,nn,nn00465509,2014-10-28T22:57:14.609Z,"22km WSW of Alamo, Nevada",earthquake
2014-10-28T22:19:51.120Z,38.8363342,-122.7736664,2.57,0.79,md,9,136,0.01046,0.02,nc,nc72334781,2014-10-28T22:21:26.670Z,"4km WNW of Cobb, California",earthquake
2014-10-28T22:14:00.000Z,63.8431,-148.7436,12.2,0.8,ml,,,,0.41,ak,ak11430895,2014-11-04T23:53:17.256Z,"11km E of Healy, Alaska",earthquake
2014-10-28T22:13:14.060Z,37.4705,-118.7861667,7.52,1.3,md,28,125,0.0541,0.04,nc,nc72334776,2014-10-31T23:41:03.166Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-28T22:01:57.350Z,37.4741667,-118.7823333,7.04,1.65,md,29,123,0.1196,0.04,nc,nc72334771,2014-10-31T22:10:03.499Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-28T21:57:25.080Z,38.8101654,-122.777832,1.03,1.8,md,35,36,0.003809,0.04,nc,nc72334766,2014-10-28T23:50:05.637Z,"4km WSW of Cobb, California",earthquake
2014-10-28T21:54:08.710Z,38.7938347,-122.7553329,2.91,1.41,md,21,48,0.01799,0.03,nc,nc72334756,2014-10-28T23:50:05.635Z,"1km N of The Geysers, California",earthquake
2014-10-28T21:50:23.000Z,60.4871,-143.1156,8.1,0.5,ml,,,,0.1,ak,ak11430894,2014-10-29T20:23:03.156Z,"60km NW of Cape Yakataga, Alaska",earthquake
2014-10-28T21:32:10.600Z,47.4693,-120.6667,0,0.8,Md,,162,0.21559567,0.07,uw,uw60911841,2014-10-31T18:35:47.320Z,"14km S of Leavenworth, Washington",quarry
2014-10-28T21:30:41.000Z,65.1721,-149.0431,11.6,0.9,ml,,,,0.62,ak,ak11430887,2014-11-04T23:53:16.277Z,"60km NW of Ester, Alaska",earthquake
2014-10-28T21:21:17.690Z,38.5241667,-122.4381667,13.3,1.47,md,19,116,0.1187,0.12,nc,nc72334741,2014-11-01T08:38:03.692Z,"2km ESE of Deer Park, California",earthquake
2014-10-28T21:09:38.300Z,19.106,-66.433,42,2.9,Md,9,273.6,0.63151564,0.18,pr,pr14301007,2014-10-29T05:12:05.128Z,"71km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-10-28T21:09:05.240Z,32.808,-115.5715,16.68,1.45,ml,15,129,0.09365,0.32,ci,ci37283336,2014-10-29T21:41:40.950Z,"1km NNW of El Centro, California",earthquake
2014-10-28T21:02:13.460Z,34.1776667,-117.2988333,7.29,1.13,ml,28,47,0.02245,0.37,ci,ci37283320,2014-10-28T21:30:55.570Z,"4km ENE of Muscoy, California",earthquake
2014-10-28T21:01:04.080Z,35.455,-120.8615,0.1,0.91,md,9,141,0.0169,0.07,nc,nc72334736,2014-11-07T00:41:22.070Z,"3km ENE of Cayucos, California",quarry_blast
2014-10-28T20:53:34.140Z,33.7366667,-116.7295,24.34,0.71,ml,24,122,0.02687,0.34,ci,ci37283312,2014-10-28T21:30:58.510Z,"0km SSW of Idyllwild-Pine Cove, California",earthquake
2014-10-28T20:50:50.260Z,37.483,-118.7905,6.44,1.11,md,23,155,0.1112,0.03,nc,nc72334721,2014-11-01T01:45:08.907Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T20:49:47.090Z,38.8106651,-122.8085022,2.86,1.11,md,17,72,0.01625,0.02,nc,nc72334716,2014-10-29T01:38:08.313Z,"5km NW of The Geysers, California",earthquake
2014-10-28T20:49:01.043Z,39.2708,-120.3888,8.0825,0.9,ml,17,185.21,0.097,0.126,nn,nn00465495,2014-10-28T21:25:51.584Z,"18km WSW of Truckee, California",earthquake
2014-10-28T20:47:40.000Z,65.0951,-149.083,4.3,0.7,ml,,,,0.6,ak,ak11430848,2014-11-04T23:53:15.213Z,"57km WNW of Ester, Alaska",earthquake
2014-10-28T20:45:13.000Z,60.8395,-147.0801,19.5,1,ml,,,,0.48,ak,ak11433877,2014-11-04T23:53:44.317Z,"51km SW of Valdez, Alaska",earthquake
2014-10-28T20:38:14.380Z,37.6273333,-118.89,4.98,0.74,md,23,106,0.01031,0.03,nc,nc72334701,2014-10-29T19:22:07.647Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-10-28T20:34:35.000Z,37.473,-118.832,4.76,0.86,md,26,173,0.1168,0.03,nc,nc72334691,2014-10-31T20:54:04.896Z,"23km SSE of Mammoth Lakes, California",earthquake
2014-10-28T20:29:14.360Z,38.1376667,-122.2076667,3.8,1.41,md,19,93,0.04842,0.1,nc,nc72334681,2014-11-01T07:40:07.460Z,"5km NE of Vallejo, California",earthquake
2014-10-28T20:25:52.000Z,60.2215,-141.3528,0,1.1,ml,,,,0.61,ak,ak11430841,2014-11-04T23:53:53.663Z,"62km ENE of Cape Yakataga, Alaska",earthquake
2014-10-28T20:22:16.870Z,37.629,-118.8918333,5.07,0.38,md,15,100,0.009246,0.03,nc,nc72334676,2014-10-29T17:21:09.105Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-10-28T20:16:27.340Z,38.8354988,-122.7983322,2.6,0.59,md,10,118,0.006882,0.01,nc,nc72334671,2014-10-28T20:48:05.922Z,"6km WNW of Cobb, California",earthquake
2014-10-28T20:15:41.230Z,38.8354988,-122.7978363,2.66,0.43,md,8,113,0.01541,0.01,nc,nc72334666,2014-10-28T21:24:04.836Z,"6km WNW of Cobb, California",earthquake
2014-10-28T20:15:20.460Z,38.1345,-122.2128333,3.37,1.33,md,24,88,0.05094,0.08,nc,nc72334661,2014-11-01T07:11:04.382Z,"5km NE of Vallejo, California",earthquake
2014-10-28T20:13:36.000Z,60.7491,-142.6638,5.7,0.6,ml,,,,0.23,ak,ak11430836,2014-11-04T23:53:14.289Z,"77km N of Cape Yakataga, Alaska",earthquake
2014-10-28T20:05:32.000Z,62.3065,-149.2169,40.7,2.8,ml,,,,0.52,ak,ak11430828,2014-10-31T13:49:44.000Z,"36km ENE of Y, Alaska",earthquake
2014-10-28T19:56:24.030Z,33.6808333,-117.2576667,0.01,1.13,ml,18,97,0.0959,0.15,ci,ci37283304,2014-10-28T21:34:31.530Z,"1km ESE of Canyon Lake, California",quarry_blast
2014-10-28T19:53:38.000Z,62.9461,-150.7057,103.7,1.1,ml,,,,0.38,ak,ak11433873,2014-11-04T23:53:43.573Z,"75km NNW of Talkeetna, Alaska",earthquake
2014-10-28T19:49:52.200Z,47.47,-123.2155,22.9,0.3,Md,,338.4,0.10779783,0.03,uw,uw60911681,2014-10-28T20:35:54.028Z,"29km NNW of Shelton, Washington",earthquake
2014-10-28T19:43:51.190Z,36.199,-118.0248333,1.1,1.75,ml,28,79,0.1597,0.19,ci,ci37283296,2014-10-28T22:19:00.680Z,"45km S of Lone Pine, California",earthquake
2014-10-28T19:41:36.000Z,65.0759,-149.0974,1,0.4,ml,,,,0.48,ak,ak11430794,2014-11-04T23:53:13.565Z,"55km N of North Nenana, Alaska",earthquake
2014-10-28T19:36:18.500Z,37.4738333,-118.8316667,3.71,0.88,md,21,172,0.116,0.03,nc,nc72334631,2014-10-29T19:11:06.463Z,"23km SSE of Mammoth Lakes, California",earthquake
2014-10-28T19:29:27.000Z,54.1237,-163.0258,17.7,3.2,ml,,,,0.33,ak,ak11430790,2014-11-04T23:53:12.747Z,"84km SSE of False Pass, Alaska",earthquake
2014-10-28T19:20:30.000Z,63.1375,-150.5585,115.1,1.2,ml,,,,0.1,ak,ak11433870,2014-11-04T23:53:42.633Z,"85km WSW of Cantwell, Alaska",earthquake
2014-10-28T19:16:54.600Z,53.057,-1.191,7,2.6,ml,,,,0.41,us,usb000srj4,2014-11-04T15:43:02.000Z,"2km NNE of Hucknall Torkard, United Kingdom",earthquake
2014-10-28T19:13:11.430Z,38.8103333,-122.8170013,1.67,0.55,md,8,108,0.009625,0.03,nc,nc72334596,2014-10-28T19:58:05.483Z,"6km NW of The Geysers, California",earthquake
2014-10-28T19:13:11.420Z,38.8083333,-122.811,1.85,0.29,md,18,97,0.01227,0.02,nc,nc72334601,2014-11-07T00:01:10.932Z,"5km NW of The Geysers, California",earthquake
2014-10-28T19:11:56.240Z,37.986,-122.4573333,0.01,1.43,md,23,60,0.02103,0.09,nc,nc71087674,2014-11-06T23:55:07.690Z,"6km ENE of San Rafael, California",quarry_blast
2014-10-28T19:11:14.000Z,36.1991667,-118.0221667,1.47,1.53,ml,21,78,0.1579,0.16,ci,ci37283288,2014-10-30T23:56:16.430Z,"45km S of Lone Pine, California",earthquake
2014-10-28T19:07:35.600Z,19.1228,-66.4455,26,2.8,Md,10,273.6,0.646787,0.15,pr,pr14301005,2014-10-29T03:10:03.881Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-10-28T19:03:29.890Z,37.4805,-118.7928333,6.15,0.73,md,12,157,0.1131,0.04,nc,nc72334576,2014-10-28T21:43:35.710Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T18:58:59.800Z,37.4841667,-118.7881667,6.43,0.44,md,8,153,0.1106,0.02,nc,nc72334571,2014-11-05T23:44:02.302Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T18:52:11.500Z,36.5362,71.4095,90.61,4.5,mb,,73,0.89,1.14,us,usb000sr62,2014-10-29T16:03:41.000Z,"19km SW of Ashkasham, Afghanistan",earthquake
2014-10-28T18:43:42.100Z,19.5527,-156.4147,15.3,2.1,Md,,237.6,0.38627557,0.22,hv,hv60795271,2014-10-28T21:33:43.107Z,"45km WSW of Kailua-Kona, Hawaii",earthquake
2014-10-28T18:38:15.200Z,46.4795,-122.3973,21.3,0.4,Md,,190.8,0.14373045,0.11,uw,uw60095218,2014-10-31T18:33:12.034Z,"12km SW of Morton, Washington",earthquake
2014-10-28T18:22:44.150Z,-24.3086,-67.0555,167.68,4.3,mb,,56,2.398,0.83,us,usb000sr5w,2014-10-29T14:38:40.000Z,"75km W of San Antonio de los Cobres, Argentina",earthquake
2014-10-28T18:21:43.740Z,39.4596667,-122.9415,8.4,1.72,md,25,57,0.03666,0.06,nc,nc72334511,2014-10-31T22:48:02.477Z,"31km NE of Redwood Valley, California",earthquake
2014-10-28T18:20:45.000Z,61.5063,-150.8041,60.9,1.2,ml,,,,0.4,ak,ak11433869,2014-11-04T23:53:41.881Z,"45km W of Big Lake, Alaska",earthquake
2014-10-28T18:14:14.000Z,60.5068,-141.9685,9,0.4,ml,,,,0.26,ak,ak11430560,2014-11-04T23:53:11.568Z,"55km NNE of Cape Yakataga, Alaska",earthquake
2014-10-28T18:12:21.390Z,34.1116667,-117.0141667,26.02,1.02,ml,20,90,0.06743,0.5,ci,ci37283280,2014-10-28T21:31:18.006Z,"9km NNE of Yucaipa, California",earthquake
2014-10-28T18:02:54.920Z,37.5463333,-118.8228333,5.27,0.48,md,13,292,0.0439,0.03,nc,nc72334496,2014-10-28T21:32:32.560Z,"17km SE of Mammoth Lakes, California",earthquake
2014-10-28T18:00:53.000Z,65.4288,-149.9316,1,1.2,ml,,,,0.74,ak,ak11430558,2014-11-04T23:53:52.620Z,"57km NE of Manley Hot Springs, Alaska",earthquake
2014-10-28T17:53:23.160Z,27.8713,66.0232,19.3,4.1,mb,,164,7.133,0.98,us,usb000sr5t,2014-10-29T14:29:29.000Z,"62km WNW of Khuzdar, Pakistan",earthquake
2014-10-28T17:38:08.660Z,32.8008333,-115.5745,15.24,1.42,ml,14,125,0.101,0.34,ci,ci37283272,2014-10-28T21:31:26.700Z,"1km NW of El Centro, California",earthquake
2014-10-28T17:25:43.000Z,59.335,-152.6739,71.3,2.3,ml,,,,0.45,ak,ak11430524,2014-11-04T23:53:03.023Z,"71km SW of Anchor Point, Alaska",earthquake
2014-10-28T17:20:07.000Z,58.3036,-154.999,6.5,1.5,ml,,,,0.66,ak,ak11433865,2014-11-04T23:53:40.830Z,"104km NW of Larsen Bay, Alaska",earthquake
2014-10-28T17:16:47.410Z,33.6736667,-116.7518333,19.86,0.79,ml,27,57,0.04884,0.11,ci,ci37283264,2014-10-28T21:29:11.390Z,"7km SSW of Idyllwild, California",earthquake
2014-10-28T17:15:13.100Z,46.51,-122.607,17.4,0.9,Md,,108,0.05389892,0.09,uw,uw60911481,2014-10-28T18:14:38.337Z,"24km ESE of Napavine, Washington",earthquake
2014-10-28T17:12:04.000Z,63.6484,-149.4692,111.1,1,ml,,,,0.22,ak,ak11433864,2014-11-04T23:53:40.149Z,"34km SW of Healy, Alaska",earthquake
2014-10-28T17:01:24.780Z,38.8105,-122.8133333,2.99,0.18,md,16,53,0.01249,0.03,nc,nc72334481,2014-11-01T03:21:27.090Z,"6km NW of The Geysers, California",earthquake
2014-10-28T16:51:47.000Z,60.3773,-147.8467,14.4,1.4,ml,,,,0.71,ak,ak11433863,2014-11-04T23:53:39.485Z,"63km SE of Whittier, Alaska",earthquake
2014-10-28T16:49:31.000Z,20.238,-64.244,31,4.4,Ml,9,252,2.45958725,1.07,at,at00ne5yqj,2014-10-28T16:52:59.096Z,"205km N of Road Town, British Virgin Islands",earthquake
2014-10-28T16:41:15.650Z,36.5838333,-121.4175,1.76,1.25,md,28,57,0.01833,0.07,nc,nc72334471,2014-10-31T23:26:06.581Z,"8km NNE of Gonzales, California",earthquake
2014-10-28T16:17:07.910Z,41.5278333,-112.2891667,1.04,0.46,md,6,110,0.0713,0.15,uu,uu60089912,2014-10-28T16:28:38.490Z,"21km SW of Honeyville, Utah",earthquake
2014-10-28T16:17:00.990Z,37.6546667,-118.8801667,6.3,0.25,md,13,191,0.01674,0.02,nc,nc71087564,2014-10-28T21:12:57.670Z,"8km E of Mammoth Lakes, California",earthquake
2014-10-28T16:16:11.350Z,37.6666667,-118.8671667,4.4,0.41,md,17,146,0.03239,0.05,nc,nc72334461,2014-10-28T21:09:26.120Z,"9km ENE of Mammoth Lakes, California",earthquake
2014-10-28T16:15:19.740Z,49.5549,-28.484,14.36,4.7,mb,,81,19.82,0.65,us,usb000sr5b,2014-10-30T20:10:33.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-10-28T16:11:29.530Z,49.4437,-28.4826,15.37,4.7,mb,,133,14.314,0.57,us,usb000sr58,2014-10-29T00:14:12.699Z,"Northern Mid-Atlantic Ridge",earthquake
2014-10-28T15:58:21.400Z,18.2777,-63.9244,27,3.1,Md,5,338.4,0.67193983,0.09,pr,pr14301006,2014-10-30T19:42:06.000Z,"74km ESE of Road Town, British Virgin Islands",earthquake
2014-10-28T15:54:20.220Z,36.0056667,-117.5426667,6.94,0.67,ml,7,132,0.06796,0.1,ci,ci37283256,2014-10-28T18:39:31.859Z,"29km NNW of Searles Valley, California",earthquake
2014-10-28T15:53:17.730Z,38.5631667,-122.6911667,2.26,2.29,md,77,39,0.02821,0.09,nc,nc72334451,2014-10-29T05:37:05.466Z,"7km NE of Larkfield-Wikiup, California",earthquake
2014-10-28T15:48:13.000Z,59.7945,-152.9107,92.4,1.6,ml,,,,0.12,ak,ak11433862,2014-11-04T23:53:38.339Z,"60km W of Anchor Point, Alaska",earthquake
2014-10-28T15:47:13.000Z,63.4434,-149.8761,108.8,1.4,ml,,,,0.34,ak,ak11430492,2014-11-04T23:53:55.000Z,"46km W of Cantwell, Alaska",earthquake
2014-10-28T15:43:30.270Z,37.4785,-118.7891667,6.72,1.77,md,38,122,0.05447,0.04,nc,nc72334446,2014-11-01T02:37:04.532Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T15:35:03.150Z,37.479,-118.786,6.88,0.44,md,7,154,0.116,0.01,nc,nc72334436,2014-11-05T22:36:04.216Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T15:34:15.360Z,36.0076667,-117.5485,2.65,0.78,ml,12,83,0.06962,0.2,ci,ci37283240,2014-10-28T17:18:16.250Z,"29km NNW of Searles Valley, California",earthquake
2014-10-28T15:34:10.180Z,38.8351667,-122.8081667,2.51,0.62,md,30,50,0.01185,0.04,nc,nc72334431,2014-10-31T23:59:05.105Z,"7km W of Cobb, California",earthquake
2014-10-28T15:33:58.000Z,63.2322,-151.0942,5.1,1.7,ml,,,,0.59,ak,ak11430487,2014-11-04T23:53:54.287Z,"108km W of Cantwell, Alaska",earthquake
2014-10-28T15:32:37.000Z,62.0676,-145.1569,19.9,1.2,ml,,,,0.32,ak,ak11430489,2014-11-04T23:53:10.957Z,"20km ESE of Glennallen, Alaska",earthquake
2014-10-28T15:31:01.020Z,40.2766667,-124.3691667,22.72,2.45,md,20,232,0.07912,0.11,nc,nc72334426,2014-10-29T05:52:07.131Z,"33km SW of Rio Dell, California",earthquake
2014-10-28T15:23:47.080Z,37.4786667,-118.787,6.63,2.81,md,41,93,0.05275,0.05,nc,nc72334421,2014-10-28T23:26:20.848Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T15:21:33.610Z,37.4793333,-118.7883333,6.41,2.88,md,43,65,0.05368,0.04,nc,nc72334416,2014-10-29T02:48:06.986Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T15:19:01.020Z,40.5471667,-121.6325,6.91,0.47,md,7,235,0.04713,0.12,nc,nc72335911,2014-10-30T21:45:09.163Z,"22km ENE of Shingletown, California",earthquake
2014-10-28T15:16:49.810Z,37.48,-118.789,5.96,1.13,md,34,122,0.05411,0.07,nc,nc72334411,2014-11-04T01:36:06.051Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T15:16:08.000Z,62.9559,-149.3531,69.8,0.9,ml,,,,0.33,ak,ak11430485,2014-11-04T23:53:56.844Z,"52km SSW of Cantwell, Alaska",earthquake
2014-10-28T15:08:15.220Z,53.5775,169.5582,29.64,4.7,mb,,96,6.347,0.71,us,usb000sr3y,2014-10-28T23:10:43.033Z,"255km WNW of Attu Station, Alaska",earthquake
2014-10-28T15:02:24.340Z,38.8328323,-122.8775024,2.24,0.8,md,11,95,0.007112,0.03,nc,nc72334401,2014-10-28T15:38:06.559Z,"12km ENE of Cloverdale, California",earthquake
2014-10-28T15:02:00.130Z,38.8316667,-122.8815,2.36,0.95,md,13,78,0.006722,0.04,nc,nc72334396,2014-11-01T03:04:54.320Z,"12km ENE of Cloverdale, California",earthquake
2014-10-28T14:59:35.600Z,37.4793333,-118.7853333,6.91,1.58,md,29,121,0.05133,0.03,nc,nc72334391,2014-11-01T03:22:09.390Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T14:45:33.900Z,37.4925,-118.8133333,4,0.67,md,15,158,0.09816,0.02,nc,nc72334386,2014-10-28T20:57:23.340Z,"22km SE of Mammoth Lakes, California",earthquake
2014-10-28T14:35:48.000Z,64.6194,-153.3926,8,1.6,ml,,,,0.8,ak,ak11430484,2014-11-04T23:53:10.312Z,"87km SW of Tanana, Alaska",earthquake
2014-10-28T14:35:23.000Z,54.6887,-163.5629,12.2,2.7,ml,,,,0.55,ak,ak11433856,2014-11-04T23:53:37.509Z,"20km SSW of False Pass, Alaska",earthquake
2014-10-28T14:33:05.000Z,62.9978,-150.8725,117.2,1.7,ml,,,,0.29,ak,ak11430481,2014-11-04T23:53:55.966Z,"84km NNW of Talkeetna, Alaska",earthquake
2014-10-28T14:18:13.540Z,-25.3411,179.6633,495.08,4.7,mb,,44,4.439,0.91,us,usb000sr3p,2014-10-28T22:20:50.321Z,"South of the Fiji Islands",earthquake
2014-10-28T14:12:41.270Z,33.7071667,-116.8176667,16.58,0.92,ml,35,39,0.08096,0.17,ci,ci37283200,2014-10-28T17:19:12.080Z,"8km ESE of Valle Vista, California",earthquake
2014-10-28T14:11:31.640Z,50.6129,156.3369,94.78,4.3,mb,,90,2.638,0.67,us,usb000sr3n,2014-10-28T22:14:13.540Z,"16km ESE of Severo-Kuril'sk, Russia",earthquake
2014-10-28T14:07:30.090Z,39.0135,-122.9926667,6.61,1.34,md,24,143,0.03419,0.07,nc,nc72334371,2014-11-01T06:14:08.168Z,"7km WSW of Lakeport, California",earthquake
2014-10-28T14:02:15.520Z,37.4805,-118.7883333,6.45,2.96,ml,34,65,0.05352,0.04,nc,nc72334366,2014-10-29T03:13:04.670Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:59:52.770Z,37.4821667,-118.7846667,2.28,2.06,md,27,120,0.05042,0.08,nc,nc72334361,2014-10-29T03:57:09.571Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:57:08.930Z,37.4788333,-118.7898333,7.27,0.86,md,21,142,0.05494,0.04,nc,nc72334711,2014-10-28T21:27:15.217Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:56:21.360Z,37.4811667,-118.7876667,3.96,0.94,md,13,154,0.0529,0.15,nc,nc72334351,2014-10-28T20:35:18.170Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:55:02.870Z,37.4776667,-118.7866667,4.07,2.66,md,27,122,0.05266,0.06,nc,nc72334346,2014-10-29T00:11:07.965Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:54:34.480Z,37.481,-118.7868333,4.26,0.74,md,12,154,0.05227,0.11,nc,nc71087559,2014-10-28T21:02:07.424Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-28T13:53:24.110Z,40.243,-121.9153333,17.61,1.26,md,14,144,0.1008,0.12,nc,nc72334341,2014-10-31T01:31:05.661Z,"27km S of Shingletown, California",earthquake
2014-10-28T13:52:30.350Z,34.2228333,-117.4685,9.75,1.41,ml,39,42,0.03061,0.23,ci,ci37283168,2014-10-30T23:52:58.570Z,"13km NW of Muscoy, California",earthquake
2014-10-28T13:52:13.000Z,62.5186,-149.5896,55,1.9,ml,,,,0.44,ak,ak11430452,2014-11-04T23:53:58.913Z,"34km NE of Talkeetna, Alaska",earthquake
2014-10-28T13:40:02.000Z,60.3756,-152.8738,117.3,1.6,ml,,,,0.31,ak,ak11433853,2014-11-04T23:53:36.472Z,"14km SSW of Redoubt Volcano, Alaska",earthquake
2014-10-28T13:37:32.000Z,33.5011667,-116.4975,13.96,0.85,ml,31,92,0.06277,0.24,ci,ci37283160,2014-10-28T17:18:41.250Z,"17km ESE of Anza, California",earthquake
2014-10-28T13:25:20.310Z,38.8208333,-122.806,4.12,0.18,md,11,86,0.004083,0.02,nc,nc72334336,2014-11-01T01:59:07.610Z,"6km NW of The Geysers, California",earthquake
2014-10-28T13:24:06.000Z,63.3314,-145.0021,1,1.7,ml,,,,0.65,ak,ak11430448,2014-11-04T23:53:57.670Z,"61km S of Deltana, Alaska",earthquake
2014-10-28T13:13:08.840Z,-36.0048,53.4828,10,5.4,mwb,,67,10.486,0.83,us,usb000sr37,2014-10-28T21:15:40.344Z,"South Indian Ocean",earthquake
2014-10-28T13:11:36.700Z,35.9707,-97.3054,4.729,2.8,ml,,62,,0.32,us,usb000sr3j,2014-10-29T17:40:53.449Z,"5km WNW of Langston, Oklahoma",earthquake
2014-10-28T13:07:33.110Z,33.1618333,-115.6556667,1.34,1.85,ml,31,46,0.03495,0.19,ci,ci37283152,2014-10-28T21:04:56.890Z,"13km WNW of Calipatria, California",earthquake
2014-10-28T13:07:30.330Z,-8.4061,118.7827,166.49,4.3,mb,,62,3.424,1.31,us,usb000sr35,2014-10-28T21:10:00.564Z,"2km SW of Keli, Indonesia",earthquake
2014-10-28T13:07:25.350Z,34.6765,-119.3365,9.09,1.45,ml,12,97,0.03547,0.23,ci,ci37283144,2014-10-28T20:04:30.610Z,"25km SW of Pine Mountain Club, California",earthquake
2014-10-28T13:05:12.580Z,33.33,-116.8783333,13.51,0.65,ml,27,55,0.02696,0.29,ci,ci37283136,2014-10-28T17:19:00.320Z,"12km S of Aguanga, California",earthquake
2014-10-28T13:01:53.550Z,64.488,-17.4913,7.13,4.4,mb,,54,1.673,0.91,us,usb000sr36,2014-10-28T21:04:35.704Z,"113km WNW of Hofn, Iceland",earthquake
2014-10-28T12:58:13.000Z,63.1519,-150.9825,131.1,1.6,ml,,,,0.31,ak,ak11433851,2014-11-04T23:53:35.573Z,"102km NNW of Talkeetna, Alaska",earthquake
2014-10-28T12:57:11.000Z,62.0523,-150.4818,4,1.9,ml,,,,0.56,ak,ak11430422,2014-11-04T23:53:02.296Z,"35km WSW of Y, Alaska",earthquake
